clip_id,behavior,label,participant_id,lighting,viewpoint,split,group_id,target_duration_seconds,action_script,camera_setup,video_path,camera_config_path,status
loitering_negative_P01_daylight_frontal_oblique,loitering,negative,P01,daylight,frontal_oblique,train,P01,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P01_daylight_frontal_oblique.yaml,TO_RECORD
loitering_negative_P01_daylight_side_oblique,loitering,negative,P01,daylight,side_oblique,train,P01,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P01_daylight_side_oblique.yaml,TO_RECORD
loitering_negative_P01_low_light_frontal_oblique,loitering,negative,P01,low_light,frontal_oblique,train,P01,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P01_low_light_frontal_oblique.yaml,TO_RECORD
loitering_negative_P01_low_light_side_oblique,loitering,negative,P01,low_light,side_oblique,train,P01,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P01_low_light_side_oblique.yaml,TO_RECORD
loitering_negative_P02_daylight_frontal_oblique,loitering,negative,P02,daylight,frontal_oblique,train,P02,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P02_daylight_frontal_oblique.yaml,TO_RECORD
loitering_negative_P02_daylight_side_oblique,loitering,negative,P02,daylight,side_oblique,train,P02,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P02_daylight_side_oblique.yaml,TO_RECORD
loitering_negative_P02_low_light_frontal_oblique,loitering,negative,P02,low_light,frontal_oblique,train,P02,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P02_low_light_frontal_oblique.yaml,TO_RECORD
loitering_negative_P02_low_light_side_oblique,loitering,negative,P02,low_light,side_oblique,train,P02,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P02_low_light_side_oblique.yaml,TO_RECORD
loitering_negative_P03_daylight_frontal_oblique,loitering,negative,P03,daylight,frontal_oblique,train,P03,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P03_daylight_frontal_oblique.yaml,TO_RECORD
loitering_negative_P03_daylight_side_oblique,loitering,negative,P03,daylight,side_oblique,train,P03,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P03_daylight_side_oblique.yaml,TO_RECORD
loitering_negative_P03_low_light_frontal_oblique,loitering,negative,P03,low_light,frontal_oblique,train,P03,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P03_low_light_frontal_oblique.yaml,TO_RECORD
loitering_negative_P03_low_light_side_oblique,loitering,negative,P03,low_light,side_oblique,train,P03,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/train/loitering_negative_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P03_low_light_side_oblique.yaml,TO_RECORD
loitering_negative_P04_daylight_frontal_oblique,loitering,negative,P04,daylight,frontal_oblique,validation,P04,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/validation/loitering_negative_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P04_daylight_frontal_oblique.yaml,TO_RECORD
loitering_negative_P04_daylight_side_oblique,loitering,negative,P04,daylight,side_oblique,validation,P04,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/validation/loitering_negative_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P04_daylight_side_oblique.yaml,TO_RECORD
loitering_negative_P04_low_light_frontal_oblique,loitering,negative,P04,low_light,frontal_oblique,validation,P04,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/validation/loitering_negative_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P04_low_light_frontal_oblique.yaml,TO_RECORD
loitering_negative_P04_low_light_side_oblique,loitering,negative,P04,low_light,side_oblique,validation,P04,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/validation/loitering_negative_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P04_low_light_side_oblique.yaml,TO_RECORD
loitering_negative_P05_daylight_frontal_oblique,loitering,negative,P05,daylight,frontal_oblique,test,P05,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/test/loitering_negative_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P05_daylight_frontal_oblique.yaml,TO_RECORD
loitering_negative_P05_daylight_side_oblique,loitering,negative,P05,daylight,side_oblique,test,P05,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/test/loitering_negative_P05_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P05_daylight_side_oblique.yaml,TO_RECORD
loitering_negative_P05_low_light_frontal_oblique,loitering,negative,P05,low_light,frontal_oblique,test,P05,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/test/loitering_negative_P05_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P05_low_light_frontal_oblique.yaml,TO_RECORD
loitering_negative_P05_low_light_side_oblique,loitering,negative,P05,low_light,side_oblique,test,P05,25,A person passes through the ROI and leaves before 15 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/loitering/test/loitering_negative_P05_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/loitering_negative_P05_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P01_daylight_frontal_oblique,suspicious_behavior,positive,P01,daylight,frontal_oblique,train,P01,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P01_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P01_daylight_side_oblique,suspicious_behavior,positive,P01,daylight,side_oblique,train,P01,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P01_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P01_low_light_frontal_oblique,suspicious_behavior,positive,P01,low_light,frontal_oblique,train,P01,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P01_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P01_low_light_side_oblique,suspicious_behavior,positive,P01,low_light,side_oblique,train,P01,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P01_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P02_daylight_frontal_oblique,suspicious_behavior,positive,P02,daylight,frontal_oblique,train,P02,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P02_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P02_daylight_side_oblique,suspicious_behavior,positive,P02,daylight,side_oblique,train,P02,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P02_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P02_low_light_frontal_oblique,suspicious_behavior,positive,P02,low_light,frontal_oblique,train,P02,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P02_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P02_low_light_side_oblique,suspicious_behavior,positive,P02,low_light,side_oblique,train,P02,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P02_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P03_daylight_frontal_oblique,suspicious_behavior,positive,P03,daylight,frontal_oblique,train,P03,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P03_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P03_daylight_side_oblique,suspicious_behavior,positive,P03,daylight,side_oblique,train,P03,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P03_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P03_low_light_frontal_oblique,suspicious_behavior,positive,P03,low_light,frontal_oblique,train,P03,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P03_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P03_low_light_side_oblique,suspicious_behavior,positive,P03,low_light,side_oblique,train,P03,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_positive_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P03_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P04_daylight_frontal_oblique,suspicious_behavior,positive,P04,daylight,frontal_oblique,validation,P04,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_positive_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P04_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P04_daylight_side_oblique,suspicious_behavior,positive,P04,daylight,side_oblique,validation,P04,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_positive_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P04_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P04_low_light_frontal_oblique,suspicious_behavior,positive,P04,low_light,frontal_oblique,validation,P04,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_positive_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P04_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P04_low_light_side_oblique,suspicious_behavior,positive,P04,low_light,side_oblique,validation,P04,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_positive_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P04_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P05_daylight_frontal_oblique,suspicious_behavior,positive,P05,daylight,frontal_oblique,test,P05,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_positive_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P05_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P05_daylight_side_oblique,suspicious_behavior,positive,P05,daylight,side_oblique,test,P05,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_positive_P05_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P05_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P05_low_light_frontal_oblique,suspicious_behavior,positive,P05,low_light,frontal_oblique,test,P05,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_positive_P05_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P05_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_positive_P05_low_light_side_oblique,suspicious_behavior,positive,P05,low_light,side_oblique,test,P05,200,A confirmed stranger stands nearly still or paces inside stranger_watch for at least 190 s.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_positive_P05_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_positive_P05_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P01_daylight_frontal_oblique,suspicious_behavior,negative,P01,daylight,frontal_oblique,train,P01,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P01_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P01_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P01_daylight_side_oblique,suspicious_behavior,negative,P01,daylight,side_oblique,train,P01,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P01_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P01_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P01_low_light_frontal_oblique,suspicious_behavior,negative,P01,low_light,frontal_oblique,train,P01,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P01_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P01_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P01_low_light_side_oblique,suspicious_behavior,negative,P01,low_light,side_oblique,train,P01,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P01_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P01_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P02_daylight_frontal_oblique,suspicious_behavior,negative,P02,daylight,frontal_oblique,train,P02,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P02_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P02_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P02_daylight_side_oblique,suspicious_behavior,negative,P02,daylight,side_oblique,train,P02,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P02_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P02_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P02_low_light_frontal_oblique,suspicious_behavior,negative,P02,low_light,frontal_oblique,train,P02,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P02_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P02_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P02_low_light_side_oblique,suspicious_behavior,negative,P02,low_light,side_oblique,train,P02,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P02_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P02_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P03_daylight_frontal_oblique,suspicious_behavior,negative,P03,daylight,frontal_oblique,train,P03,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P03_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P03_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P03_daylight_side_oblique,suspicious_behavior,negative,P03,daylight,side_oblique,train,P03,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P03_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P03_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P03_low_light_frontal_oblique,suspicious_behavior,negative,P03,low_light,frontal_oblique,train,P03,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P03_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P03_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P03_low_light_side_oblique,suspicious_behavior,negative,P03,low_light,side_oblique,train,P03,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/train/suspicious_behavior_negative_P03_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P03_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P04_daylight_frontal_oblique,suspicious_behavior,negative,P04,daylight,frontal_oblique,validation,P04,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_negative_P04_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P04_daylight_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P04_daylight_side_oblique,suspicious_behavior,negative,P04,daylight,side_oblique,validation,P04,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_negative_P04_daylight_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P04_daylight_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P04_low_light_frontal_oblique,suspicious_behavior,negative,P04,low_light,frontal_oblique,validation,P04,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_negative_P04_low_light_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P04_low_light_frontal_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P04_low_light_side_oblique,suspicious_behavior,negative,P04,low_light,side_oblique,validation,P04,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/validation/suspicious_behavior_negative_P04_low_light_side_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P04_low_light_side_oblique.yaml,TO_RECORD
suspicious_behavior_negative_P05_daylight_frontal_oblique,suspicious_behavior,negative,P05,daylight,frontal_oblique,test,P05,200,A stranger moves purposefully through the watched area without standing still or pacing.,fixed 2.5-3 m high; 20-35 degree downward angle; full body/ROI visible; 1280x720 or higher; 25-30 FPS,experiments/priority_19_08/manual/videos/suspicious_behavior/test/suspicious_behavior_negative_P05_daylight_frontal_oblique.mp4,experiments/priority_19_08/manual/configs/suspicious_behavior_negative_P05_daylight_frontal_oblique.yaml,TO_RECORD
